scenario_id,source_video,scenario_file,odd_main_category,odd_events,num_odd_events,ego_avg_speed,ego_max_speed,ttc_min,ttc_mean,dto_min_vehicle,dto_min_pedestrian,collision_occurred,num_collision_agents,num_pedestrians,collision_time,collision_type,traffic_density,traffic_density_value,avg_num_vehicles,probability_of_collision,risk_ttc,risk_dto,illumination,visibility,precipitation_visible
scenario_0699__roundabout__v4,video_82.mp4,/scenarios/scenario_0699.json,intersection,['none'],0,52.69,78.82,10.6,15.69,4.27,16.29,False,0,0,,none,low,2.74,2.74,0.3145,0.0,0.915,day,poor,False
scenario_0700__on_road_following__v4,video_76.mp4,/scenarios/scenario_0700.json,lane_change,['none'],0,49.77,81.18,8.76,10.72,3.23,25.34,False,0,0,,none,low,2.14,2.14,0.3205,0.0,0.935,night,moderate,False
scenario_0701__lane_change__v4,video_11.mp4,/scenarios/scenario_0701.json,on_road_following,['interaction_present'],1,47.19,63.31,12.07,16.12,12.77,25.2,False,0,0,,none,high,8.23,8.23,0.4085000000000001,0.0,0.745,day,poor,False
scenario_0702__on_road_following__v2,video_69.mp4,/scenarios/scenario_0702.json,intersection,['none'],0,32.25,61.59,3.43,6.06,10.46,21.81,False,0,0,,none,medium,5.47,5.47,0.4625,0.313,0.791,dusk_dawn,moderate,False
scenario_0703__lane_change__v3,video_39.mp4,/scenarios/scenario_0703.json,on_road_following,['none'],0,56.05,96.67,10.64,13.72,18.82,5.1,False,0,0,,none,high,8.76,8.76,0.3472,0.0,0.624,night,poor,False
scenario_0704__roundabout__v3,video_37.mp4,/scenarios/scenario_0704.json,on_road_following,['none'],0,52.7,89.22,8.47,12.56,6.9,25.96,False,0,0,,none,low,3.33,3.33,0.2986,0.0,0.862,night,moderate,False
scenario_0705__roundabout__v4,video_72.mp4,/scenarios/scenario_0705.json,lane_change,['interaction_present'],1,64.29,82.29,13.29,15.45,9.13,17.22,False,0,0,,none,high,8.93,8.93,0.4301,0.0,0.817,day,good,False
scenario_0706__roundabout__v2,video_36.mp4,/scenarios/scenario_0706.json,on_road_following,['none'],0,36.02,55.28,7.41,11.98,13.02,26.0,False,0,0,,none,high,13.66,13.66,0.382,0.0,0.74,night,poor,False
scenario_0707__roundabout__v3,video_46.mp4,/scenarios/scenario_0707.json,intersection,['interaction_present'],1,71.42,76.83,4.19,5.8,6.06,24.25,False,0,0,,none,medium,6.7,6.7,0.4535,0.162,0.879,day,moderate,False
scenario_0708__lane_change__v3,video_23.mp4,/scenarios/scenario_0708.json,intersection,['none'],0,24.13,48.22,6.56,10.73,10.92,10.06,False,0,0,,none,low,2.46,2.46,0.2746,0.0,0.782,day,poor,False
scenario_0709__intersection__v3,video_75.mp4,/scenarios/scenario_0709.json,intersection,['interaction_present'],1,58.87,98.26,10.91,16.61,7.96,12.03,False,0,0,,none,medium,5.17,5.17,0.3772999999999999,0.0,0.841,day,good,False
scenario_0710__on_road_following__v2,video_46.mp4,/scenarios/scenario_0710.json,lane_change,['none'],0,36.35,45.61,6.5,9.32,3.59,5.85,False,0,0,,none,high,12.74,12.74,0.4384,0.0,0.928,day,poor,False
scenario_0711__lane_change__v2,video_115.mp4,/scenarios/scenario_0711.json,on_road_following,['none'],0,23.95,60.77,5.16,6.28,7.71,16.52,False,0,0,,none,high,10.47,10.47,0.4138,0.0,0.846,dusk_dawn,moderate,False
scenario_0712__roundabout__v1,video_115.mp4,/scenarios/scenario_0712.json,on_road_following,"['crossing_vehicle', 'stop']",2,74.2,109.63,1.87,6.43,1.13,13.25,True,1,0,0:01:29,pedestrian,high,11.44,11.44,0.7535000000000001,0.626,0.977,night,good,False
scenario_0713__roundabout__v3,video_66.mp4,/scenarios/scenario_0713.json,intersection,['none'],0,30.65,57.39,5.74,8.4,2.0,8.31,False,0,0,,none,high,11.2,11.2,0.448,0.0,0.96,night,moderate,False
scenario_0714__on_road_following__v2,video_119.mp4,/scenarios/scenario_0714.json,intersection,['none'],0,57.64,83.37,8.06,11.71,14.07,24.81,False,0,0,,none,low,0.81,0.81,0.2557,0.0,0.719,dusk_dawn,poor,False
scenario_0715__lane_change__v3,video_40.mp4,/scenarios/scenario_0715.json,roundabout,['interaction_present'],1,65.57,95.19,5.93,8.77,11.34,26.83,False,0,2,,none,medium,5.97,5.97,0.3569,0.0,0.773,night,moderate,False
scenario_0716__roundabout__v2,video_139.mp4,/scenarios/scenario_0716.json,roundabout,['interaction_present'],1,30.78,51.32,11.08,16.78,16.41,6.18,False,0,0,,none,low,1.41,1.41,0.2666,0.0,0.672,night,good,False
scenario_0717__lane_change__v3,video_27.mp4,/scenarios/scenario_0717.json,roundabout,"['cut_in:right', 'cut_in:left', 'stop']",3,23.96,56.98,1.29,5.22,1.58,19.79,True,1,0,0:02:15,side_impact,high,12.19,12.19,0.8222,0.742,0.968,day,good,False
scenario_0718__roundabout__v1,video_73.mp4,/scenarios/scenario_0718.json,lane_change,['none'],0,71.92,99.32,7.25,10.35,2.53,22.92,False,0,0,,none,medium,4.79,4.79,0.3846999999999999,0.0,0.949,dusk_dawn,poor,False
scenario_0719__intersection__v3,video_133.mp4,/scenarios/scenario_0719.json,on_road_following,['none'],0,18.54,27.34,5.21,8.5,9.13,21.85,False,0,2,,none,low,2.49,2.49,0.2851,0.0,0.817,day,poor,False
scenario_0720__intersection__v2,video_17.mp4,/scenarios/scenario_0720.json,on_road_following,['none'],0,46.75,74.56,12.07,15.89,18.63,15.53,False,0,0,,none,medium,6.79,6.79,0.2881,0.0,0.627,dusk_dawn,moderate,False
scenario_0721__intersection__v4,video_43.mp4,/scenarios/scenario_0721.json,on_road_following,"['interaction_present', 'cut_in:left']",2,39.31,60.39,2.73,5.12,0.66,5.94,True,1,0,0:02:25,rear_end,high,13.33,13.33,0.6873,0.453,0.987,night,good,False
scenario_0722__intersection__v3,video_31.mp4,/scenarios/scenario_0722.json,lane_change,"['interaction_present', 'crossing_vehicle']",2,49.81,76.16,1.05,3.66,1.67,26.83,True,1,0,0:00:32,side_impact,high,11.15,11.15,0.8161000000000002,0.79,0.967,day,moderate,False
scenario_0723__on_road_following__v4,video_75.mp4,/scenarios/scenario_0723.json,lane_change,['none'],0,20.95,49.23,7.56,11.63,14.61,17.32,False,0,0,,none,low,3.8,3.8,0.2523999999999999,0.0,0.708,night,moderate,False
scenario_0724__lane_change__v2,video_121.mp4,/scenarios/scenario_0724.json,roundabout,['interaction_present'],1,26.27,54.64,11.48,14.68,15.26,16.31,False,0,0,,none,high,10.58,10.58,0.3935,0.0,0.695,day,poor,False
scenario_0725__on_road_following__v1,video_80.mp4,/scenarios/scenario_0725.json,on_road_following,['interaction_present'],1,53.18,88.55,6.51,8.3,16.43,5.92,False,0,0,,none,low,2.54,2.54,0.2663,0.0,0.671,day,poor,False
scenario_0726__intersection__v2,video_75.mp4,/scenarios/scenario_0726.json,roundabout,['none'],0,72.97,105.98,9.38,13.32,3.68,27.35,False,0,0,,none,low,0.64,0.64,0.3177999999999999,0.0,0.926,dusk_dawn,poor,False
scenario_0727__lane_change__v1,video_70.mp4,/scenarios/scenario_0727.json,lane_change,['none'],0,49.56,72.14,9.05,14.07,17.85,15.29,False,0,0,,none,high,11.43,11.43,0.3529,0.0,0.643,night,good,False
scenario_0728__lane_change__v3,video_54.mp4,/scenarios/scenario_0728.json,lane_change,['interaction_present'],1,25.83,49.56,8.78,10.56,15.56,10.95,False,0,2,,none,high,9.21,9.21,0.3917,0.0,0.689,day,poor,True
scenario_0729__on_road_following__v4,video_126.mp4,/scenarios/scenario_0729.json,roundabout,"['interaction_present', 'cut_in:right']",2,68.94,101.26,1.91,7.36,1.7,1.56,True,2,2,0:01:50,rear_end,low,3.71,3.71,0.6270000000000001,0.618,0.966,day,poor,False
scenario_0730__on_road_following__v2,video_126.mp4,/scenarios/scenario_0730.json,on_road_following,"['stop', 'cut_in:left']",2,23.15,42.9,1.35,3.44,0.85,19.72,True,2,0,0:01:29,rear_end,medium,6.25,6.25,0.7369,0.73,0.983,night,moderate,False
scenario_0731__roundabout__v4,video_72.mp4,/scenarios/scenario_0731.json,intersection,['interaction_present'],1,19.65,35.02,10.17,14.86,7.12,7.16,False,0,0,,none,low,1.3,1.3,0.3224,0.0,0.858,dusk_dawn,poor,False
scenario_0732__roundabout__v2,video_98.mp4,/scenarios/scenario_0732.json,lane_change,['none'],0,35.89,45.82,7.7,11.53,10.29,9.08,False,0,0,,none,high,10.22,10.22,0.3982,0.0,0.794,dusk_dawn,poor,True
scenario_0733__on_road_following__v2,video_38.mp4,/scenarios/scenario_0733.json,roundabout,['none'],0,40.58,75.39,9.09,12.82,4.42,14.59,False,0,0,,none,medium,7.3,7.3,0.3736,0.0,0.912,dusk_dawn,moderate,False
scenario_0734__on_road_following__v4,video_88.mp4,/scenarios/scenario_0734.json,roundabout,['none'],0,58.2,88.66,7.53,9.71,16.96,21.51,False,0,0,,none,high,9.03,9.03,0.3583,0.0,0.661,day,good,False
scenario_0735__roundabout__v4,video_135.mp4,/scenarios/scenario_0735.json,intersection,['interaction_present'],1,59.08,89.1,9.26,14.54,16.24,16.52,False,0,0,,none,medium,6.38,6.38,0.3275,0.0,0.675,night,good,False
scenario_0736__roundabout__v4,video_118.mp4,/scenarios/scenario_0736.json,on_road_following,['interaction_present'],1,27.26,62.14,9.2,12.56,18.02,14.72,False,0,1,,none,low,2.43,2.43,0.257,0.0,0.64,dusk_dawn,poor,False
scenario_0737__lane_change__v1,video_4.mp4,/scenarios/scenario_0737.json,lane_change,['none'],0,53.97,83.57,13.49,19.41,16.35,28.66,False,0,0,,none,medium,4.22,4.22,0.3019,0.0,0.673,night,good,False
scenario_0738__intersection__v1,video_73.mp4,/scenarios/scenario_0738.json,on_road_following,['stop'],1,47.88,71.94,2.42,7.63,1.36,20.26,True,2,0,0:01:21,rear_end,high,8.51,8.51,0.6837000000000001,0.517,0.973,night,good,False
scenario_0739__on_road_following__v1,video_53.mp4,/scenarios/scenario_0739.json,roundabout,['none'],0,56.34,76.4,10.6,13.31,12.05,24.6,False,0,0,,none,medium,5.13,5.13,0.3277,0.0,0.759,dusk_dawn,good,False
scenario_0740__on_road_following__v4,video_78.mp4,/scenarios/scenario_0740.json,intersection,['none'],0,19.43,27.13,3.06,6.86,17.43,13.06,False,0,0,,none,medium,6.73,6.73,0.4501,0.387,0.651,night,moderate,False
scenario_0741__lane_change__v1,video_62.mp4,/scenarios/scenario_0741.json,roundabout,['none'],0,47.32,66.76,4.47,6.1,11.88,13.04,False,0,0,,none,low,3.66,3.66,0.3114,0.107,0.762,dusk_dawn,poor,False
scenario_0742__on_road_following__v1,video_47.mp4,/scenarios/scenario_0742.json,lane_change,['interaction_present'],1,58.01,91.15,8.0,11.83,11.77,10.67,False,0,0,,none,low,2.15,2.15,0.2945,0.0,0.765,day,good,False
scenario_0743__intersection__v1,video_90.mp4,/scenarios/scenario_0743.json,on_road_following,['interaction_present'],1,69.2,103.59,6.74,9.17,2.18,29.32,False,0,0,,none,high,12.0,12.0,0.4718,0.0,0.956,dusk_dawn,moderate,False
scenario_0744__intersection__v1,video_39.mp4,/scenarios/scenario_0744.json,roundabout,['none'],0,22.02,33.38,13.39,16.99,3.68,25.44,False,0,0,,none,low,0.68,0.68,0.3177999999999999,0.0,0.926,day,poor,False
scenario_0745__lane_change__v3,video_16.mp4,/scenarios/scenario_0745.json,intersection,['none'],0,49.61,83.02,12.35,18.23,10.51,12.92,False,0,0,,none,low,3.34,3.34,0.277,0.0,0.79,dusk_dawn,good,False
scenario_0746__lane_change__v3,video_17.mp4,/scenarios/scenario_0746.json,on_road_following,['none'],0,38.43,69.89,9.95,11.32,16.8,7.86,False,0,0,,none,medium,6.23,6.23,0.2992,0.0,0.664,night,good,False
scenario_0747__lane_change__v3,video_17.mp4,/scenarios/scenario_0747.json,on_road_following,['none'],0,58.49,91.19,10.46,11.6,14.18,12.04,False,0,0,,none,low,0.79,0.79,0.2548,0.0,0.716,day,good,False
scenario_0748__roundabout__v3,video_50.mp4,/scenarios/scenario_0748.json,intersection,['none'],0,71.58,109.56,13.32,14.43,2.47,27.84,False,0,0,,none,high,9.6,9.6,0.4453,0.0,0.951,day,good,False
scenario_0749__roundabout__v1,video_25.mp4,/scenarios/scenario_0749.json,intersection,['none'],0,62.46,71.64,12.75,17.0,5.81,12.86,False,0,0,,none,high,13.12,13.12,0.4252,0.0,0.884,dusk_dawn,poor,False
scenario_0750__intersection__v4,video_111.mp4,/scenarios/scenario_0750.json,on_road_following,['none'],0,53.06,83.56,10.11,12.09,3.7,27.17,False,0,0,,none,high,13.04,13.04,0.4378,0.0,0.926,day,poor,True
scenario_0751__intersection__v1,video_43.mp4,/scenarios/scenario_0751.json,lane_change,['interaction_present'],1,73.48,107.22,13.13,18.75,14.52,14.05,False,0,0,,none,medium,7.12,7.12,0.338,0.0,0.71,dusk_dawn,poor,False
scenario_0752__on_road_following__v4,video_62.mp4,/scenarios/scenario_0752.json,lane_change,['none'],0,46.62,52.03,12.92,14.55,7.2,17.5,False,0,0,,none,high,9.69,9.69,0.4168,0.0,0.856,dusk_dawn,good,True
scenario_0753__on_road_following__v4,video_113.mp4,/scenarios/scenario_0753.json,intersection,['none'],0,20.68,55.92,12.08,15.85,5.12,8.09,False,0,0,,none,high,13.41,13.41,0.4294,0.0,0.898,day,moderate,False
scenario_0754__roundabout__v3,video_5.mp4,/scenarios/scenario_0754.json,roundabout,['none'],0,60.38,74.77,11.68,14.24,10.31,17.49,False,0,0,,none,low,1.99,1.99,0.2782,0.0,0.794,dusk_dawn,moderate,False
scenario_0755__roundabout__v1,video_32.mp4,/scenarios/scenario_0755.json,lane_change,['interaction_present'],1,37.39,48.04,6.17,8.28,8.75,22.72,False,0,0,,none,high,11.96,11.96,0.4325,0.0,0.825,night,good,False
scenario_0756__lane_change__v1,video_22.mp4,/scenarios/scenario_0756.json,roundabout,"['stop', 'cut_in:right']",2,46.56,74.06,0.99,2.49,1.43,27.83,True,1,0,0:01:15,side_impact,high,12.11,12.11,0.8221000000000002,0.802,0.971,night,moderate,False
scenario_0757__lane_change__v4,video_54.mp4,/scenarios/scenario_0757.json,intersection,['none'],0,57.44,86.84,4.79,6.02,2.31,29.29,False,0,0,,none,low,1.78,1.78,0.3426,0.041,0.954,night,good,False
scenario_0758__lane_change__v1,video_44.mp4,/scenarios/scenario_0758.json,roundabout,['interaction_present'],1,46.15,72.63,6.24,9.55,17.59,8.28,False,0,0,,none,high,9.57,9.57,0.3794,0.0,0.648,day,good,False
scenario_0759__intersection__v4,video_56.mp4,/scenarios/scenario_0759.json,lane_change,['none'],0,72.44,83.51,13.11,18.04,13.24,22.17,False,0,0,,none,high,8.0,8.0,0.3805,0.0,0.735,night,good,False
scenario_0760__roundabout__v2,video_67.mp4,/scenarios/scenario_0760.json,roundabout,['none'],0,69.01,96.26,13.85,15.2,16.67,22.27,False,0,1,,none,medium,4.2,4.2,0.3001,0.0,0.667,night,poor,True
scenario_0761__intersection__v1,video_115.mp4,/scenarios/scenario_0761.json,intersection,['none'],0,59.5,77.58,10.9,12.22,12.75,5.63,False,0,1,,none,low,3.76,3.76,0.2635,0.0,0.745,night,poor,True
scenario_0762__roundabout__v3,video_107.mp4,/scenarios/scenario_0762.json,intersection,"['cut_in:left', 'pedestrian_near_ego_lane', 'cut_in:right']",3,27.59,52.33,1.39,6.22,0.88,11.16,True,1,0,0:02:34,rear_end,high,12.2,12.2,0.8184,0.722,0.982,night,poor,False
scenario_0763__lane_change__v2,video_78.mp4,/scenarios/scenario_0763.json,roundabout,['interaction_present'],1,32.82,63.99,4.77,6.02,13.35,6.93,False,0,0,,none,medium,7.82,7.82,0.3633,0.046,0.733,dusk_dawn,good,False
scenario_0764__lane_change__v4,video_21.mp4,/scenarios/scenario_0764.json,roundabout,['none'],0,67.42,86.79,12.26,13.54,19.81,15.68,False,0,0,,none,low,0.63,0.63,0.2212,0.0,0.604,day,moderate,False
scenario_0765__intersection__v4,video_38.mp4,/scenarios/scenario_0765.json,on_road_following,['none'],0,48.38,53.41,12.62,15.2,9.79,25.47,False,0,0,,none,medium,6.2,6.2,0.3412,0.0,0.804,day,moderate,True
scenario_0766__on_road_following__v2,video_67.mp4,/scenarios/scenario_0766.json,intersection,['none'],0,53.42,93.79,5.71,8.47,14.02,29.04,False,0,0,,none,low,0.9,0.9,0.256,0.0,0.72,night,good,False
scenario_0767__on_road_following__v3,video_138.mp4,/scenarios/scenario_0767.json,lane_change,['none'],0,43.7,54.42,10.35,13.29,6.97,27.4,False,0,0,,none,high,11.24,11.24,0.4183,0.0,0.861,dusk_dawn,poor,False
scenario_0768__lane_change__v3,video_24.mp4,/scenarios/scenario_0768.json,on_road_following,['none'],0,49.43,74.11,11.5,16.3,2.35,13.43,False,0,0,,none,low,0.9,0.9,0.3258999999999999,0.0,0.953,day,moderate,False
scenario_0769__intersection__v4,video_114.mp4,/scenarios/scenario_0769.json,lane_change,['none'],0,34.86,50.75,13.29,14.88,7.0,29.65,False,0,0,,none,low,3.43,3.43,0.298,0.0,0.86,day,good,False
scenario_0770__lane_change__v2,video_128.mp4,/scenarios/scenario_0770.json,roundabout,['none'],0,49.18,73.85,10.46,16.02,17.91,22.79,False,0,0,,none,high,10.55,10.55,0.3526,0.0,0.642,night,poor,False
scenario_0771__on_road_following__v4,video_126.mp4,/scenarios/scenario_0771.json,roundabout,['none'],0,40.59,70.71,13.01,18.47,5.67,22.96,False,0,0,,none,low,3.78,3.78,0.3061,0.0,0.887,dusk_dawn,moderate,False
scenario_0772__lane_change__v4,video_17.mp4,/scenarios/scenario_0772.json,roundabout,['none'],0,22.84,38.05,4.02,6.48,7.82,22.9,False,0,0,,none,high,9.79,9.79,0.492,0.197,0.844,night,poor,True
scenario_0773__lane_change__v2,video_136.mp4,/scenarios/scenario_0773.json,intersection,['interaction_present'],1,37.28,63.31,3.29,8.27,2.24,29.28,False,0,0,,none,low,0.94,0.94,0.4887,0.343,0.955,day,poor,False
scenario_0774__roundabout__v3,video_91.mp4,/scenarios/scenario_0774.json,roundabout,['none'],0,58.27,95.64,12.67,14.82,2.11,26.05,False,0,0,,none,medium,5.03,5.03,0.3873999999999999,0.0,0.958,night,poor,False
scenario_0775__on_road_following__v4,video_89.mp4,/scenarios/scenario_0775.json,on_road_following,['none'],0,65.21,100.55,12.15,17.15,16.22,23.8,False,0,0,,none,medium,7.06,7.06,0.3028,0.0,0.676,night,good,False
scenario_0776__roundabout__v4,video_100.mp4,/scenarios/scenario_0776.json,on_road_following,['none'],0,18.88,28.67,5.72,10.25,12.48,21.95,False,0,0,,none,medium,7.23,7.23,0.3249999999999999,0.0,0.75,dusk_dawn,moderate,False
scenario_0777__on_road_following__v3,video_12.mp4,/scenarios/scenario_0777.json,intersection,['interaction_present'],1,30.07,46.23,7.0,8.94,17.52,21.7,False,0,0,,none,medium,6.71,6.71,0.32,0.0,0.65,dusk_dawn,moderate,False
scenario_0778__lane_change__v4,video_98.mp4,/scenarios/scenario_0778.json,on_road_following,['interaction_present'],1,60.56,97.68,3.35,8.7,15.8,16.93,False,0,0,,none,medium,4.8,4.8,0.4618000000000001,0.329,0.684,dusk_dawn,poor,False
scenario_0779__intersection__v1,video_37.mp4,/scenarios/scenario_0779.json,intersection,['none'],0,46.03,63.01,8.83,12.27,13.72,10.77,False,0,0,,none,high,10.3,10.3,0.3778,0.0,0.726,dusk_dawn,moderate,False
scenario_0780__lane_change__v4,video_115.mp4,/scenarios/scenario_0780.json,lane_change,['interaction_present'],1,70.76,80.84,4.24,10.0,12.13,22.29,False,0,0,,none,high,9.11,9.11,0.4729,0.152,0.757,night,moderate,False
scenario_0781__on_road_following__v1,video_76.mp4,/scenarios/scenario_0781.json,intersection,['none'],0,66.34,75.32,10.39,13.07,7.36,14.09,False,0,0,,none,low,0.54,0.54,0.2958999999999999,0.0,0.853,day,good,False
scenario_0782__roundabout__v4,video_99.mp4,/scenarios/scenario_0782.json,roundabout,['cut_in:right'],1,42.66,57.59,2.61,5.54,1.18,28.28,True,1,0,0:01:41,pedestrian,medium,4.66,4.66,0.609,0.478,0.976,night,poor,False
scenario_0783__lane_change__v1,video_96.mp4,/scenarios/scenario_0783.json,lane_change,['none'],0,45.31,58.09,5.33,10.8,11.58,13.99,False,0,0,,none,low,1.01,1.01,0.2704,0.0,0.768,day,good,False
scenario_0784__roundabout__v4,video_130.mp4,/scenarios/scenario_0784.json,lane_change,['none'],0,53.59,81.4,6.06,8.69,18.98,15.26,False,0,0,,none,high,10.37,10.37,0.346,0.0,0.62,night,good,False
scenario_0785__intersection__v3,video_16.mp4,/scenarios/scenario_0785.json,lane_change,['none'],0,63.77,103.64,4.73,10.39,15.05,29.78,False,0,0,,none,low,3.37,3.37,0.2716999999999999,0.055,0.699,dusk_dawn,poor,False
scenario_0786__roundabout__v4,video_67.mp4,/scenarios/scenario_0786.json,intersection,['none'],0,37.38,61.34,12.55,16.31,9.42,9.86,False,0,0,,none,high,9.7,9.7,0.4036,0.0,0.812,dusk_dawn,moderate,False
scenario_0787__intersection__v2,video_6.mp4,/scenarios/scenario_0787.json,intersection,['none'],0,57.72,69.77,5.42,9.55,16.32,27.64,False,0,0,,none,low,2.81,2.81,0.2422,0.0,0.674,night,good,False
scenario_0788__intersection__v2,video_8.mp4,/scenarios/scenario_0788.json,lane_change,"['interaction_present', 'pedestrian_near_ego_lane']",2,58.92,80.3,2.47,7.22,0.55,0.49,True,1,1,0:00:38,side_impact,high,10.21,10.21,0.7091000000000001,0.506,0.989,dusk_dawn,poor,False
scenario_0789__intersection__v3,video_61.mp4,/scenarios/scenario_0789.json,on_road_following,['none'],0,60.07,87.25,9.37,15.25,19.3,20.94,False,0,0,,none,low,2.88,2.88,0.2242,0.0,0.614,day,moderate,False
scenario_0790__lane_change__v2,video_21.mp4,/scenarios/scenario_0790.json,intersection,['none'],0,49.46,57.44,10.29,12.92,5.29,7.21,False,0,1,,none,medium,6.35,6.35,0.3681999999999999,0.0,0.894,night,poor,False
scenario_0791__roundabout__v1,video_3.mp4,/scenarios/scenario_0791.json,lane_change,['none'],0,63.05,94.77,3.22,7.29,3.2,13.24,False,0,0,,none,high,10.66,10.66,0.5836,0.357,0.936,dusk_dawn,moderate,False
scenario_0792__lane_change__v1,video_16.mp4,/scenarios/scenario_0792.json,intersection,['none'],0,53.98,74.96,8.7,12.18,4.98,23.42,False,0,3,,none,high,8.88,8.88,0.43,0.0,0.9,day,good,False
scenario_0793__intersection__v4,video_74.mp4,/scenarios/scenario_0793.json,intersection,"['crossing_vehicle', 'cut_in:left']",2,73.74,114.01,1.93,5.69,1.16,28.1,True,2,0,0:00:13,rear_end,medium,4.43,4.43,0.6887,0.614,0.977,night,good,False
scenario_0794__intersection__v2,video_10.mp4,/scenarios/scenario_0794.json,intersection,['interaction_present'],1,62.82,85.55,9.27,14.14,5.99,19.05,False,0,0,,none,high,9.65,9.65,0.449,0.0,0.88,dusk_dawn,moderate,False
scenario_0795__on_road_following__v1,video_26.mp4,/scenarios/scenario_0795.json,intersection,['none'],0,22.01,31.14,8.54,13.79,7.87,12.88,False,0,1,,none,high,10.81,10.81,0.4129,0.0,0.843,dusk_dawn,moderate,False
scenario_0796__intersection__v2,video_92.mp4,/scenarios/scenario_0796.json,on_road_following,"['crossing_vehicle', 'cut_in:right', 'cut_in:left']",3,34.99,69.74,2.45,6.51,1.24,15.58,True,2,0,0:01:30,pedestrian,low,2.37,2.37,0.6114999999999999,0.51,0.975,dusk_dawn,moderate,False
scenario_0797__roundabout__v4,video_36.mp4,/scenarios/scenario_0797.json,intersection,['none'],0,31.48,53.33,11.87,16.0,10.58,11.56,False,0,0,,none,low,3.77,3.77,0.2764,0.0,0.788,day,poor,False
scenario_0798__intersection__v4,video_37.mp4,/scenarios/scenario_0798.json,lane_change,['none'],0,40.23,78.2,11.04,14.02,7.3,23.34,False,0,0,,none,medium,5.38,5.38,0.3561999999999999,0.0,0.854,night,poor,False
scenario_0799__on_road_following__v4,video_120.mp4,/scenarios/scenario_0799.json,on_road_following,['none'],0,58.73,77.0,11.54,16.2,3.72,8.12,False,0,1,,none,low,0.94,0.94,0.3177999999999999,0.0,0.926,dusk_dawn,good,False
scenario_0800__intersection__v2,video_12.mp4,/scenarios/scenario_0800.json,lane_change,['none'],0,43.39,86.78,7.05,12.63,15.84,6.27,False,0,0,,none,low,3.0,3.0,0.2449,0.0,0.683,dusk_dawn,poor,False
scenario_0801__lane_change__v2,video_109.mp4,/scenarios/scenario_0801.json,lane_change,['none'],0,36.55,41.63,4.32,7.37,10.38,24.59,False,0,0,,none,medium,7.84,7.84,0.392,0.136,0.792,dusk_dawn,good,False
scenario_0802__lane_change__v4,video_103.mp4,/scenarios/scenario_0802.json,lane_change,['none'],0,48.27,70.48,12.15,17.04,12.94,18.08,False,0,0,,none,low,2.4,2.4,0.2623,0.0,0.741,dusk_dawn,good,False
scenario_0803__intersection__v2,video_54.mp4,/scenarios/scenario_0803.json,roundabout,['interaction_present'],1,21.56,51.14,13.45,19.08,15.84,10.73,False,0,0,,none,high,8.04,8.04,0.3899,0.0,0.683,day,good,False
scenario_0804__roundabout__v1,video_7.mp4,/scenarios/scenario_0804.json,lane_change,['none'],0,59.57,86.57,9.04,12.05,17.3,15.17,False,0,0,,none,medium,4.08,4.08,0.2962,0.0,0.654,night,good,False
scenario_0805__intersection__v4,video_108.mp4,/scenarios/scenario_0805.json,intersection,['none'],0,71.05,88.21,7.24,12.1,14.55,24.79,False,0,0,,none,high,10.02,10.02,0.3727,0.0,0.709,dusk_dawn,poor,False
scenario_0806__on_road_following__v4,video_122.mp4,/scenarios/scenario_0806.json,roundabout,['interaction_present'],1,25.31,62.52,7.63,8.89,2.8,9.75,False,0,0,,none,high,12.6,12.6,0.4682,0.0,0.944,dusk_dawn,good,False
scenario_0807__on_road_following__v3,video_68.mp4,/scenarios/scenario_0807.json,roundabout,['none'],0,57.23,101.93,6.87,8.85,7.25,19.33,False,0,0,,none,high,13.27,13.27,0.4165,0.0,0.855,dusk_dawn,good,False
scenario_0808__intersection__v1,video_79.mp4,/scenarios/scenario_0808.json,roundabout,['none'],0,34.38,54.07,6.06,10.94,3.49,8.79,False,0,0,,none,low,2.98,2.98,0.319,0.0,0.93,night,good,False
scenario_0809__on_road_following__v2,video_95.mp4,/scenarios/scenario_0809.json,lane_change,['none'],0,30.41,39.73,7.31,10.02,4.08,24.14,False,0,0,,none,low,3.48,3.48,0.3154,0.0,0.918,dusk_dawn,poor,False
scenario_0810__roundabout__v3,video_21.mp4,/scenarios/scenario_0810.json,lane_change,['none'],0,57.24,65.2,7.4,10.45,19.89,14.35,False,0,0,,none,high,13.4,13.4,0.3406,0.0,0.602,night,poor,False
scenario_0811__roundabout__v1,video_55.mp4,/scenarios/scenario_0811.json,on_road_following,['interaction_present'],1,58.01,98.89,6.12,9.41,18.51,28.89,False,0,0,,none,high,9.13,9.13,0.374,0.0,0.63,dusk_dawn,poor,False
scenario_0812__intersection__v2,video_31.mp4,/scenarios/scenario_0812.json,on_road_following,['none'],0,66.69,96.7,4.6,7.13,3.45,9.43,False,0,0,,none,high,13.46,13.46,0.4709,0.079,0.931,day,moderate,False
scenario_0813__lane_change__v4,video_5.mp4,/scenarios/scenario_0813.json,roundabout,['interaction_present'],1,25.98,68.23,9.83,12.62,12.41,26.57,False,0,0,,none,medium,7.43,7.43,0.3506,0.0,0.752,dusk_dawn,moderate,False
scenario_0814__roundabout__v1,video_50.mp4,/scenarios/scenario_0814.json,lane_change,['none'],0,46.71,78.74,13.81,16.7,19.49,9.57,False,0,1,,none,high,8.26,8.26,0.343,0.0,0.61,day,good,False
